fact,explanation,gen_time
"[2, 4, 25, 6, 30, 11, 0, 0, 11, 5, 30, 4, 0, 0, 4, 0, 30, 2, 9, 0, 11, 6, 30, 7, 4, 0, 11, 0, 30, 3, 2, 0, 5, 1, -3, 0, 1, 779]","[0, 1, 8, 10, 9, 4, 3, 0, 3, 1, 7, 0, 0, 0, 1, 0, 8, 7, 3, 0, 23, 2, 5, 4, 11, 0, 6, 3, 2, 1, 11, 0, 4, 0, 2, 0, 0, 171]",0.0010006427764892578
"[2, 4, 25, 4, 30, 4, 0, 0, 4, 1, 30, 2, 0, 0, 2, 0, 30, 0, 4, 0, 4, 0, 30, 3, 1, 0, 4, 1, 30, 2, 1, 0, 3, 1, -3, 0, 1, 759]","[0, 0, 8, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 20, 0, 0, 0, 14, 0, 2, 4, 0, 0, 4, 6, 0, 0, 0, 0, 0, 178]",0.0
"[2, 1, 3, 2, 30, 10, 5, 0, 15, 0, 30, 9, 1, 0, 10, 0, 30, 2, 13, 0, 15, 4, 30, 14, 1, 0, 15, 0, 30, 2, 7, 0, 9, 0, 22, 0, 0, 119]","[0, 0, 11, 5, 14, 0, 0, 0, 4, 3, 9, 1, 0, 0, 0, 0, 12, 1, 3, 0, 14, 0, 12, 0, 4, 0, 6, 0, 5, 0, 0, 8, 0, 0, 0, 0, 1, 345]",0.0
"[2, 4, 19, 0, 30, 3, 1, 0, 4, 3, 30, 4, 0, 0, 4, 0, 30, 0, 4, 0, 4, 0, 30, 3, 1, 0, 4, 0, 30, 0, 3, 0, 3, 1, -3, 0, 1, 579]","[0, 2, 4, 10, 10, 4, 1, 0, 4, 0, 6, 0, 0, 0, 3, 0, 9, 5, 4, 0, 21, 0, 8, 3, 4, 0, 7, 0, 2, 1, 7, 3, 3, 0, 0, 0, 0, 84]",0.0008094310760498047
"[2, 0, 11, 2, 30, 2, 0, 0, 2, 5, 30, 0, 0, 0, 0, 0, 30, 1, 1, 0, 2, 3, 30, 2, 0, 0, 2, 0, 30, 0, 1, 0, 1, 1, -3, 0, 1, 339]","[0, 2, 4, 6, 19, 7, 1, 0, 11, 1, 16, 6, 0, 0, 7, 0, 19, 2, 8, 0, 17, 0, 19, 5, 0, 0, 11, 0, 14, 2, 5, 3, 5, 0, 0, 0, 0, 83]",0.0
"[2, 0, 31, 6, 30, 12, 0, 0, 12, 1, 30, 6, 2, 0, 8, 0, 30, 1, 11, 0, 12, 4, 30, 10, 2, 0, 12, 0, 30, 1, 5, 0, 6, 1, -3, 0, 1, 959]","[1, 0, 9, 8, 3, 0, 2, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 7, 0, 0, 22, 1, 0, 0, 19, 0, 2, 8, 0, 0, 8, 2, 2, 0, 4, 0, 0, 232]",0.000507354736328125
"[2, 2, 14, 0, 30, 3, 5, 0, 8, 8, 30, 2, 0, 0, 2, 1, 30, 2, 6, 0, 8, 8, 30, 8, 0, 0, 8, 0, 30, 4, 0, 0, 4, 1, -3, 0, 1, 439]","[1, 2, 7, 9, 14, 5, 2, 0, 7, 1, 11, 2, 0, 0, 4, 0, 13, 4, 6, 0, 20, 0, 13, 3, 3, 0, 9, 0, 7, 2, 6, 3, 4, 0, 0, 0, 0, 152]",0.0
"[2, 1, 31, 8, 30, 12, 0, 0, 12, 1, 30, 6, 2, 0, 8, 0, 30, 1, 11, 0, 12, 7, 30, 10, 2, 0, 12, 0, 30, 1, 5, 0, 6, 1, -3, 0, 1, 959]","[1, 0, 9, 8, 3, 0, 2, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 7, 0, 0, 22, 1, 0, 0, 19, 0, 2, 8, 0, 0, 8, 2, 2, 0, 4, 0, 0, 232]",0.0005280971527099609
"[2, 4, 8, 2, 30, 5, 4, 0, 9, 0, 30, 4, 2, 0, 6, 0, 30, 2, 7, 0, 9, 2, 30, 9, 0, 0, 9, 0, 30, 3, 3, 0, 6, 0, 22, 0, 0, 259]","[0, 0, 11, 7, 10, 0, 0, 0, 3, 2, 5, 0, 0, 0, 0, 0, 7, 3, 2, 0, 19, 0, 6, 0, 8, 0, 6, 1, 0, 0, 1, 8, 0, 0, 0, 0, 1, 254]",0.0
"[2, 4, 25, 3, 30, 11, 0, 0, 11, 7, 30, 4, 0, 0, 4, 0, 30, 2, 9, 0, 11, 8, 30, 7, 4, 0, 11, 0, 30, 3, 2, 0, 5, 1, -3, 0, 1, 779]","[0, 1, 8, 10, 9, 4, 3, 0, 3, 1, 7, 0, 0, 0, 1, 0, 8, 7, 3, 0, 23, 2, 5, 4, 11, 0, 6, 3, 2, 1, 11, 0, 4, 0, 2, 0, 0, 171]",0.0005328655242919922
